msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population
"Springfield, MA",2020-06-25,NA,1.5,0,11.9,NA,840.1,802,910.9,697382
"Springfield, MA",2020-06-26,NA,1.3,0,13.6,NA,842.8,803.3,912.5,697382
"Springfield, MA",2020-06-27,NA,1.3,0,12.2,NA,845.5,804.1,916.8,697382
"Springfield, MA",2020-06-28,NA,1.3,0,9.7,NA,848.1,805.5,918.8,697382
"St. Louis, MO-IL",2020-03-20,2,2,2,2,2,2,2,2,4098009
"St. Louis, MO-IL",2020-03-21,0,0,0,0,2,2,2,2,4098009
"St. Louis, MO-IL",2020-03-22,0,0,0,0,2,2,2,2,4098009
"St. Louis, MO-IL",2020-03-23,2,2,2,2,4,4,4,4,4098009
"St. Louis, MO-IL",2020-03-24,0,0,0,0,4,4,4,4,4098009
"St. Louis, MO-IL",2020-03-25,1,1,1,1,5,5,5,5,4098009
"St. Louis, MO-IL",2020-03-26,2,2,2,2,7,7,7,7,4098009
"St. Louis, MO-IL",2020-03-27,0,0,0,0,7,7,7,7,4098009
"St. Louis, MO-IL",2020-03-28,0,0,0,0,7,7,7,7,4098009
"St. Louis, MO-IL",2020-03-29,3,3,3,3,10,10,10,10,4098009
"St. Louis, MO-IL",2020-03-30,0,0,0,0,10,10,10,10,4098009
"St. Louis, MO-IL",2020-03-31,2,2,2,2,12,12,12,12,4098009
"St. Louis, MO-IL",2020-04-01,0,0,0,0,12,12,12,12,4098009
"St. Louis, MO-IL",2020-04-02,4,4,4,4,16,16,16,16,4098009
"St. Louis, MO-IL",2020-04-03,0,0,0,0,16,16,16,16,4098009
"St. Louis, MO-IL",2020-04-04,14,14,14,14,30,30,30,30,4098009
"St. Louis, MO-IL",2020-04-05,13,13,13,13,43,43,43,43,4098009
"St. Louis, MO-IL",2020-04-06,3,3,3,3,46,46,46,46,4098009
"St. Louis, MO-IL",2020-04-07,18,18,18,18,64,64,64,64,4098009
"St. Louis, MO-IL",2020-04-08,29,29,29,29,93,93,93,93,4098009
"St. Louis, MO-IL",2020-04-09,16,16,16,16,109,109,109,109,4098009
"St. Louis, MO-IL",2020-04-10,8,8,8,8,117,117,117,117,4098009
"St. Louis, MO-IL",2020-04-11,29,29,29,29,146,146,146,146,4098009
"St. Louis, MO-IL",2020-04-12,1,1,1,1,147,147,147,147,4098009
"St. Louis, MO-IL",2020-04-13,6,6,6,6,153,153,153,153,4098009
"St. Louis, MO-IL",2020-04-14,36,36,36,36,189,189,189,189,4098009
"St. Louis, MO-IL",2020-04-15,9,9,9,9,198,198,198,198,4098009
"St. Louis, MO-IL",2020-04-16,35,35,35,35,233,233,233,233,4098009
"St. Louis, MO-IL",2020-04-17,25,25,25,25,258,258,258,258,4098009
"St. Louis, MO-IL",2020-04-18,22,22,22,22,280,280,280,280,4098009
"St. Louis, MO-IL",2020-04-19,5,5,5,5,285,285,285,285,4098009
"St. Louis, MO-IL",2020-04-20,4,4,4,4,289,289,289,289,4098009
"St. Louis, MO-IL",2020-04-21,45,45,45,45,334,334,334,334,4098009
"St. Louis, MO-IL",2020-04-22,24,24,24,24,358,358,358,358,4098009
"St. Louis, MO-IL",2020-04-23,23,23,23,23,381,381,381,381,4098009
"St. Louis, MO-IL",2020-04-24,41,41,41,41,422,422,422,422,4098009
"St. Louis, MO-IL",2020-04-25,26,26,26,26,448,448,448,448,4098009
"St. Louis, MO-IL",2020-04-26,0,0,0,0,448,448,448,448,4098009
"St. Louis, MO-IL",2020-04-27,38,38,38,38,486,486,486,486,4098009
"St. Louis, MO-IL",2020-04-28,51,51,51,51,537,537,537,537,4098009
"St. Louis, MO-IL",2020-04-29,13,13,13,13,550,550,550,550,4098009
"St. Louis, MO-IL",2020-04-30,23,23,23,23,573,573,573,573,4098009
"St. Louis, MO-IL",2020-05-01,20,20,20,20,593,593,593,593,4098009
"St. Louis, MO-IL",2020-05-02,27,27,27,27,620,620,620,620,4098009
"St. Louis, MO-IL",2020-05-03,13,13,13,13,633,633,633,633,4098009
"St. Louis, MO-IL",2020-05-04,6,6,6,6,639,639,639,639,4098009
"St. Louis, MO-IL",2020-05-05,51,51,51,51,690,690,690,690,4098009
"St. Louis, MO-IL",2020-05-06,40,40,40,40,730,730,730,730,4098009
"St. Louis, MO-IL",2020-05-07,39,39,39,39,769,769,769,769,4098009
"St. Louis, MO-IL",2020-05-08,63,63,63,63,832,832,832,832,4098009
"St. Louis, MO-IL",2020-05-09,26,26,26,26,858,858,858,858,4098009
"St. Louis, MO-IL",2020-05-10,19,19,19,19,877,877,877,877,4098009
"St. Louis, MO-IL",2020-05-11,18,18,18,18,895,895,895,895,4098009
"St. Louis, MO-IL",2020-05-12,31,31,31,31,926,926,926,926,4098009
"St. Louis, MO-IL",2020-05-13,49,49,49,49,975,975,975,975,4098009
"St. Louis, MO-IL",2020-05-14,28,28,28,28,1003,1003,1003,1003,4098009
"St. Louis, MO-IL",2020-05-15,32,32,32,32,1035,1035,1035,1035,4098009
"St. Louis, MO-IL",2020-05-16,28,28,28,28,1063,1063,1063,1063,4098009
"St. Louis, MO-IL",2020-05-17,13,13,13,13,1076,1076,1076,1076,4098009
"St. Louis, MO-IL",2020-05-18,14,14,14,14,1090,1090,1090,1090,4098009
"St. Louis, MO-IL",2020-05-19,44,44,44,44,1134,1134,1134,1134,4098009
"St. Louis, MO-IL",2020-05-20,14,14,14,14,1148,1148,1148,1148,4098009
"St. Louis, MO-IL",2020-05-21,55,55,55,55,1203,1203,1203,1203,4098009
"St. Louis, MO-IL",2020-05-22,12,12,12,12,1215,1215,1215,1215,4098009
"St. Louis, MO-IL",2020-05-23,11,11,11,11,1226,1226,1226,1226,4098009
"St. Louis, MO-IL",2020-05-24,9,9,9,9,1235,1235,1235,1235,4098009
"St. Louis, MO-IL",2020-05-25,6,6,6,6,1241,1241,1241,1241,4098009
"St. Louis, MO-IL",2020-05-26,11,11,11,11,1252,1252,1252,1252,4098009
"St. Louis, MO-IL",2020-05-27,5,5,5,5,1257,1257,1257,1257,4098009
"St. Louis, MO-IL",2020-05-28,23,23,23,23,1280,1280,1280,1280,4098009
"St. Louis, MO-IL",2020-05-29,45,45,45,45,1325,1325,1325,1325,4098009
"St. Louis, MO-IL",2020-05-30,82,82,82,82,1407,1407,1407,1407,4098009
"St. Louis, MO-IL",2020-05-31,7,7,7,7,1414,1414,1414,1414,4098009
"St. Louis, MO-IL",2020-06-01,0,0,0,0,1414,1414,1414,1414,4098009
"St. Louis, MO-IL",2020-06-02,11,11,11,11,1425,1425,1425,1425,4098009
"St. Louis, MO-IL",2020-06-03,14,14,14,14,1439,1439,1439,1439,4098009
"St. Louis, MO-IL",2020-06-04,10,10,10,10,1449,1449,1449,1449,4098009
"St. Louis, MO-IL",2020-06-05,17,17,17,17,1466,1466,1466,1466,4098009
"St. Louis, MO-IL",2020-06-06,16,16,16,16,1482,1482,1482,1482,4098009
"St. Louis, MO-IL",2020-06-07,NA,15,2.2,50.1,NA,1497,1484.2,1532.1,4098009
"St. Louis, MO-IL",2020-06-08,NA,14.2,2.1,47.9,NA,1513,1492,1561.3,4098009
"St. Louis, MO-IL",2020-06-09,NA,13.8,2,48.2,NA,1529.7,1501,1587.3,4098009
"St. Louis, MO-IL",2020-06-10,NA,13.3,2,47.4,NA,1545.6,1510.2,1614.6,4098009
"St. Louis, MO-IL",2020-06-11,NA,13,2.3,46.6,NA,1561.5,1519,1638.2,4098009
"St. Louis, MO-IL",2020-06-12,NA,12.4,1.9,43.8,NA,1576.5,1528.6,1661.9,4098009
"St. Louis, MO-IL",2020-06-13,NA,12.3,1.8,42.9,NA,1591.4,1538.8,1683.4,4098009
"St. Louis, MO-IL",2020-06-14,NA,12.5,1.8,42,NA,1605.6,1547.6,1705,4098009
"St. Louis, MO-IL",2020-06-15,NA,12,1.8,43.1,NA,1619.9,1555.7,1729.5,4098009
"St. Louis, MO-IL",2020-06-16,NA,12,1.3,42.8,NA,1634.5,1565,1750,4098009
"St. Louis, MO-IL",2020-06-17,NA,10.9,1.3,41.2,NA,1648.2,1573.1,1774.2,4098009
"St. Louis, MO-IL",2020-06-18,NA,10.8,1.7,41.3,NA,1661.3,1580.4,1798.1,4098009
"St. Louis, MO-IL",2020-06-19,NA,10.6,1.3,39.6,NA,1672.8,1591,1816.4,4098009
"St. Louis, MO-IL",2020-06-20,NA,10.4,1.2,39.4,NA,1684.9,1599.1,1836.6,4098009
"St. Louis, MO-IL",2020-06-21,NA,9.9,1.2,38.1,NA,1696.7,1607.4,1855.5,4098009
"St. Louis, MO-IL",2020-06-22,NA,9.8,1.2,36.6,NA,1708,1614,1872.4,4098009
"St. Louis, MO-IL",2020-06-23,NA,9.1,1,36.6,NA,1719.2,1620.8,1897,4098009
"St. Louis, MO-IL",2020-06-24,NA,8.6,1,35.6,NA,1728.8,1627.5,1914.7,4098009
"St. Louis, MO-IL",2020-06-25,NA,8.4,0.6,32.8,NA,1739.2,1634.7,1933.3,4098009
"St. Louis, MO-IL",2020-06-26,NA,8.2,0.6,34.3,NA,1749.6,1640.1,1952.2,4098009
"St. Louis, MO-IL",2020-06-27,NA,7.9,0.8,33.7,NA,1758.9,1647.1,1972.8,4098009
"St. Louis, MO-IL",2020-06-28,NA,7,0.4,32.1,NA,1768.3,1651.9,1990.9,4098009
"Stockton, CA",2020-03-18,2,2,2,2,2,2,2,2,762148
"Stockton, CA",2020-03-19,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-20,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-21,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-22,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-23,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-24,0,0,0,0,2,2,2,2,762148
"Stockton, CA",2020-03-25,1,1,1,1,3,3,3,3,762148
"Stockton, CA",2020-03-26,0,0,0,0,3,3,3,3,762148
"Stockton, CA",2020-03-27,0,0,0,0,3,3,3,3,762148
"Stockton, CA",2020-03-28,1,1,1,1,4,4,4,4,762148
"Stockton, CA",2020-03-29,0,0,0,0,4,4,4,4,762148
"Stockton, CA",2020-03-30,2,2,2,2,6,6,6,6,762148
"Stockton, CA",2020-03-31,0,0,0,0,6,6,6,6,762148
"Stockton, CA",2020-04-01,2,2,2,2,8,8,8,8,762148
"Stockton, CA",2020-04-02,1,1,1,1,9,9,9,9,762148
"Stockton, CA",2020-04-03,0,0,0,0,9,9,9,9,762148
"Stockton, CA",2020-04-04,2,2,2,2,11,11,11,11,762148
"Stockton, CA",2020-04-05,0,0,0,0,11,11,11,11,762148
"Stockton, CA",2020-04-06,0,0,0,0,11,11,11,11,762148
"Stockton, CA",2020-04-07,2,2,2,2,13,13,13,13,762148
"Stockton, CA",2020-04-08,0,0,0,0,13,13,13,13,762148
"Stockton, CA",2020-04-09,1,1,1,1,14,14,14,14,762148
"Stockton, CA",2020-04-10,0,0,0,0,14,14,14,14,762148
"Stockton, CA",2020-04-11,0,0,0,0,14,14,14,14,762148
"Stockton, CA",2020-04-12,1,1,1,1,15,15,15,15,762148
"Stockton, CA",2020-04-13,1,1,1,1,16,16,16,16,762148
"Stockton, CA",2020-04-14,1,1,1,1,17,17,17,17,762148
"Stockton, CA",2020-04-15,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-16,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-17,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-18,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-19,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-20,0,0,0,0,17,17,17,17,762148
"Stockton, CA",2020-04-21,1,1,1,1,18,18,18,18,762148
"Stockton, CA",2020-04-22,2,2,2,2,20,20,20,20,762148
"Stockton, CA",2020-04-23,2,2,2,2,22,22,22,22,762148
"Stockton, CA",2020-04-24,2,2,2,2,24,24,24,24,762148
"Stockton, CA",2020-04-25,0,0,0,0,24,24,24,24,762148
"Stockton, CA",2020-04-26,1,1,1,1,25,25,25,25,762148
"Stockton, CA",2020-04-27,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-04-28,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-04-29,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-04-30,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-05-01,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-05-02,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-05-03,0,0,0,0,25,25,25,25,762148
"Stockton, CA",2020-05-04,1,1,1,1,26,26,26,26,762148
"Stockton, CA",2020-05-05,0,0,0,0,26,26,26,26,762148
"Stockton, CA",2020-05-06,1,1,1,1,27,27,27,27,762148
"Stockton, CA",2020-05-07,1,1,1,1,28,28,28,28,762148
"Stockton, CA",2020-05-08,0,0,0,0,28,28,28,28,762148
"Stockton, CA",2020-05-09,0,0,0,0,28,28,28,28,762148
"Stockton, CA",2020-05-10,1,1,1,1,29,29,29,29,762148
"Stockton, CA",2020-05-11,0,0,0,0,29,29,29,29,762148
"Stockton, CA",2020-05-12,1,1,1,1,30,30,30,30,762148
"Stockton, CA",2020-05-13,1,1,1,1,31,31,31,31,762148
"Stockton, CA",2020-05-14,0,0,0,0,31,31,31,31,762148
"Stockton, CA",2020-05-15,0,0,0,0,31,31,31,31,762148
"Stockton, CA",2020-05-16,0,0,0,0,31,31,31,31,762148
"Stockton, CA",2020-05-17,1,1,1,1,32,32,32,32,762148
"Stockton, CA",2020-05-18,0,0,0,0,32,32,32,32,762148
"Stockton, CA",2020-05-19,1,1,1,1,33,33,33,33,762148
"Stockton, CA",2020-05-20,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-21,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-22,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-23,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-24,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-25,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-26,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-27,0,0,0,0,33,33,33,33,762148
"Stockton, CA",2020-05-28,2,2,2,2,35,35,35,35,762148
"Stockton, CA",2020-05-30,0,0,0,0,34,34,34,34,762148
"Stockton, CA",2020-05-31,0,0,0,0,34,34,34,34,762148
"Stockton, CA",2020-06-01,0,0,0,0,34,34,34,34,762148
"Stockton, CA",2020-06-02,1,1,1,1,35,35,35,35,762148
"Stockton, CA",2020-06-03,0,0,0,0,35,35,35,35,762148
"Stockton, CA",2020-06-04,1,1,1,1,36,36,36,36,762148
"Stockton, CA",2020-06-05,0,0,0,0,36,36,36,36,762148
"Stockton, CA",2020-06-06,1,1,1,1,37,37,37,37,762148
"Stockton, CA",2020-06-07,NA,0,0,2.6,NA,38,38,40.6,762148
"Stockton, CA",2020-06-08,NA,0,0,2.6,NA,38.4,38,41.6,762148
"Stockton, CA",2020-06-09,NA,0,0,2.6,NA,39,38,42.6,762148
"Stockton, CA",2020-06-10,NA,0,0,2.6,NA,39.1,38,43.6,762148
"Stockton, CA",2020-06-11,NA,0,0,2.6,NA,39.4,38,44.6,762148
"Stockton, CA",2020-06-12,NA,0,0,2.6,NA,40.1,38,45.6,762148
"Stockton, CA",2020-06-13,NA,0,0,2.6,NA,40.2,38,46.4,762148
"Stockton, CA",2020-06-14,NA,0,0,2.7,NA,40.4,38,47.4,762148
"Stockton, CA",2020-06-15,NA,0,0,2.7,NA,41.1,38.1,48.5,762148
"Stockton, CA",2020-06-16,NA,0,0,2.7,NA,41.4,38.1,49.2,762148
"Stockton, CA",2020-06-17,NA,0.1,0,2.7,NA,41.6,38.3,50.5,762148
"Stockton, CA",2020-06-18,NA,0.1,0,2.9,NA,42.3,38.4,51.1,762148
"Stockton, CA",2020-06-19,NA,0.1,0,2.4,NA,42.5,38.4,52.6,762148
"Stockton, CA",2020-06-20,NA,0.1,0,2.9,NA,42.7,38.4,53.2,762148
"Stockton, CA",2020-06-21,NA,0,0,2.4,NA,42.9,38.4,53.9,762148
"Stockton, CA",2020-06-22,NA,0.1,0,2.4,NA,43.6,38.5,55.1,762148
"Stockton, CA",2020-06-23,NA,0,0,2.4,NA,43.8,38.5,56.1,762148
"Stockton, CA",2020-06-24,NA,0,0,2.4,NA,44,38.6,57.1,762148
"Stockton, CA",2020-06-25,NA,0,0,2.9,NA,44.1,38.6,58.4,762148
"Stockton, CA",2020-06-26,NA,0,0,2.4,NA,44.4,38.6,59.4,762148
"Stockton, CA",2020-06-27,NA,0,0,2.4,NA,45,38.7,60.1,762148
"Stockton, CA",2020-06-28,NA,0,0,2.4,NA,45.1,38.7,61.1,762148
"Syracuse, NY",2020-03-24,2,2,2,2,2,2,2,2,648593
"Syracuse, NY",2020-03-25,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-26,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-27,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-28,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-29,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-30,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-03-31,0,0,0,0,2,2,2,2,648593
"Syracuse, NY",2020-04-01,1,1,1,1,3,3,3,3,648593
"Syracuse, NY",2020-04-02,1,1,1,1,4,4,4,4,648593
"Syracuse, NY",2020-04-03,1,1,1,1,5,5,5,5,648593
"Syracuse, NY",2020-04-04,1,1,1,1,6,6,6,6,648593
"Syracuse, NY",2020-04-05,1,1,1,1,7,7,7,7,648593
"Syracuse, NY",2020-04-06,0,0,0,0,7,7,7,7,648593
"Syracuse, NY",2020-04-07,3,3,3,3,10,10,10,10,648593
"Syracuse, NY",2020-04-08,1,1,1,1,11,11,11,11,648593
"Syracuse, NY",2020-04-09,1,1,1,1,12,12,12,12,648593
"Syracuse, NY",2020-04-10,1,1,1,1,13,13,13,13,648593
"Syracuse, NY",2020-04-11,0,0,0,0,13,13,13,13,648593
"Syracuse, NY",2020-04-12,1,1,1,1,14,14,14,14,648593
"Syracuse, NY",2020-04-13,2,2,2,2,16,16,16,16,648593
"Syracuse, NY",2020-04-14,0,0,0,0,16,16,16,16,648593
"Syracuse, NY",2020-04-15,1,1,1,1,17,17,17,17,648593
"Syracuse, NY",2020-04-16,5,5,5,5,22,22,22,22,648593
"Syracuse, NY",2020-04-17,0,0,0,0,22,22,22,22,648593
"Syracuse, NY",2020-04-18,2,2,2,2,24,24,24,24,648593
"Syracuse, NY",2020-04-19,2,2,2,2,26,26,26,26,648593
"Syracuse, NY",2020-04-20,2,2,2,2,28,28,28,28,648593
"Syracuse, NY",2020-04-21,0,0,0,0,28,28,28,28,648593
"Syracuse, NY",2020-04-22,1,1,1,1,29,29,29,29,648593
"Syracuse, NY",2020-04-23,1,1,1,1,30,30,30,30,648593
"Syracuse, NY",2020-04-24,2,2,2,2,32,32,32,32,648593
"Syracuse, NY",2020-04-25,0,0,0,0,32,32,32,32,648593
"Syracuse, NY",2020-04-26,0,0,0,0,32,32,32,32,648593
"Syracuse, NY",2020-04-27,2,2,2,2,34,34,34,34,648593
"Syracuse, NY",2020-04-28,0,0,0,0,34,34,34,34,648593
"Syracuse, NY",2020-04-29,4,4,4,4,38,38,38,38,648593
"Syracuse, NY",2020-04-30,0,0,0,0,38,38,38,38,648593
"Syracuse, NY",2020-05-01,4,4,4,4,42,42,42,42,648593
"Syracuse, NY",2020-05-02,0,0,0,0,42,42,42,42,648593
"Syracuse, NY",2020-05-03,0,0,0,0,42,42,42,42,648593
"Syracuse, NY",2020-05-04,4,4,4,4,46,46,46,46,648593
"Syracuse, NY",2020-05-05,0,0,0,0,46,46,46,46,648593
"Syracuse, NY",2020-05-06,4,4,4,4,50,50,50,50,648593
"Syracuse, NY",2020-05-07,0,0,0,0,50,50,50,50,648593
"Syracuse, NY",2020-05-08,24,24,24,24,74,74,74,74,648593
"Syracuse, NY",2020-05-09,4,4,4,4,78,78,78,78,648593
"Syracuse, NY",2020-05-10,0,0,0,0,78,78,78,78,648593
"Syracuse, NY",2020-05-11,0,0,0,0,78,78,78,78,648593
"Syracuse, NY",2020-05-12,11,11,11,11,89,89,89,89,648593
"Syracuse, NY",2020-05-13,3,3,3,3,92,92,92,92,648593
"Syracuse, NY",2020-05-14,2,2,2,2,94,94,94,94,648593
"Syracuse, NY",2020-05-15,6,6,6,6,100,100,100,100,648593
"Syracuse, NY",2020-05-16,1,1,1,1,101,101,101,101,648593
"Syracuse, NY",2020-05-17,0,0,0,0,101,101,101,101,648593
"Syracuse, NY",2020-05-18,0,0,0,0,101,101,101,101,648593
"Syracuse, NY",2020-05-19,13,13,13,13,114,114,114,114,648593
"Syracuse, NY",2020-05-20,0,0,0,0,114,114,114,114,648593
"Syracuse, NY",2020-05-21,0,0,0,0,114,114,114,114,648593
"Syracuse, NY",2020-05-22,0,0,0,0,114,114,114,114,648593
"Syracuse, NY",2020-05-23,14,14,14,14,128,128,128,128,648593
"Syracuse, NY",2020-05-24,0,0,0,0,128,128,128,128,648593
"Syracuse, NY",2020-05-25,0,0,0,0,128,128,128,128,648593
"Syracuse, NY",2020-05-26,0,0,0,0,128,128,128,128,648593
"Syracuse, NY",2020-05-27,12,12,12,12,140,140,140,140,648593
"Syracuse, NY",2020-05-28,0,0,0,0,140,140,140,140,648593
"Syracuse, NY",2020-05-29,4,4,4,4,144,144,144,144,648593
"Syracuse, NY",2020-05-30,0,0,0,0,144,144,144,144,648593
"Syracuse, NY",2020-05-31,0,0,0,0,144,144,144,144,648593
"Syracuse, NY",2020-06-01,8,8,8,8,152,152,152,152,648593
"Syracuse, NY",2020-06-02,0,0,0,0,152,152,152,152,648593
"Syracuse, NY",2020-06-03,0,0,0,0,152,152,152,152,648593
"Syracuse, NY",2020-06-04,15,15,15,15,167,167,167,167,648593
"Syracuse, NY",2020-06-05,0,0,0,0,167,167,167,167,648593
"Syracuse, NY",2020-06-06,0,0,0,0,167,167,167,167,648593
"Syracuse, NY",2020-06-07,NA,1.7,0,15.2,NA,168.7,167,182.2,648593
"Syracuse, NY",2020-06-08,NA,1.6,0,15.3,NA,171.6,167.4,190.9,648593
"Syracuse, NY",2020-06-09,NA,1.7,0,16.1,NA,174.5,168.1,198.6,648593
"Syracuse, NY",2020-06-10,NA,1.7,0,14.7,NA,177.5,169.2,205.7,648593
"Syracuse, NY",2020-06-11,NA,1.7,0,15.2,NA,180.5,169.9,211.5,648593
"Syracuse, NY",2020-06-12,NA,1.7,0,13.9,NA,183.6,171,216.4,648593
"Syracuse, NY",2020-06-13,NA,1.7,0,14.6,NA,186.5,172.3,223.9,648593
"Syracuse, NY",2020-06-14,NA,1.7,0,16.8,NA,190.1,173.5,230.3,648593
"Syracuse, NY",2020-06-15,NA,1.6,0,14.1,NA,193,175.1,234.9,648593
"Syracuse, NY",2020-06-16,NA,1.6,0,14.3,NA,195.4,176.2,240.5,648593
"Syracuse, NY",2020-06-17,NA,1.6,0,14,NA,198.2,177.8,245.8,648593
"Syracuse, NY",2020-06-18,NA,1.5,0,13.8,NA,200.9,178.8,250.2,648593
"Syracuse, NY",2020-06-19,NA,1.5,0,13.7,NA,203.8,180.7,256.5,648593
"Syracuse, NY",2020-06-20,NA,1.5,0,14.6,NA,206.5,182.3,262.7,648593
"Syracuse, NY",2020-06-21,NA,1.3,0,15.1,NA,209.1,183.3,267.6,648593
"Syracuse, NY",2020-06-22,NA,1.3,0,13.2,NA,211.1,184.1,274.8,648593
"Syracuse, NY",2020-06-23,NA,1.3,0,14.1,NA,213.7,184.9,280.8,648593
"Syracuse, NY",2020-06-24,NA,1.2,0,13,NA,216.1,185.7,287,648593
"Syracuse, NY",2020-06-25,NA,1.2,0,12.4,NA,218.5,187.1,292.6,648593
"Syracuse, NY",2020-06-26,NA,1.1,0,12.4,NA,220.3,188.3,296.7,648593
"Syracuse, NY",2020-06-27,NA,1.1,0,12.7,NA,222.5,189.6,299.8,648593
"Syracuse, NY",2020-06-28,NA,1,0,12.5,NA,224.2,190.3,304.3,648593
"Tampa-St. Petersburg-Clearwater, FL",2020-03-21,1,1,1,1,1,1,1,1,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-22,0,0,0,0,1,1,1,1,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-23,0,0,0,0,1,1,1,1,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-24,0,0,0,0,1,1,1,1,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-25,0,0,0,0,1,1,1,1,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-26,2,2,2,2,3,3,3,3,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-27,0,0,0,0,3,3,3,3,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-28,1,1,1,1,4,4,4,4,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-29,4,4,4,4,8,8,8,8,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-30,1,1,1,1,9,9,9,9,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-03-31,1,1,1,1,10,10,10,10,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-01,0,0,0,0,10,10,10,10,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-02,3,3,3,3,13,13,13,13,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-03,1,1,1,1,14,14,14,14,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-04,0,0,0,0,14,14,14,14,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-05,1,1,1,1,15,15,15,15,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-06,0,0,0,0,15,15,15,15,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-07,0,0,0,0,15,15,15,15,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-08,4,4,4,4,19,19,19,19,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-09,3,3,3,3,22,22,22,22,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-10,1,1,1,1,23,23,23,23,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-11,7,7,7,7,30,30,30,30,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-12,4,4,4,4,34,34,34,34,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-13,0,0,0,0,34,34,34,34,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-14,2,2,2,2,36,36,36,36,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-15,1,1,1,1,37,37,37,37,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-16,0,0,0,0,37,37,37,37,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-17,3,3,3,3,40,40,40,40,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-18,1,1,1,1,41,41,41,41,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-19,0,0,0,0,41,41,41,41,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-20,0,0,0,0,41,41,41,41,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-21,3,3,3,3,44,44,44,44,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-22,1,1,1,1,45,45,45,45,3194831
"Tampa-St. Petersburg-Clearwater, FL",2020-04-23,5,5,5,5,50,50,50,50,3194831
