msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population
"Akron, OH",2020-04-24,3,4,3,3,66,66,66,66,703479
"Akron, OH",2020-04-25,0,4.142857142857142,0,0,66,66,66,66,703479
"Akron, OH",2020-04-26,3,2.2857142857142856,3,3,69,69,69,69,703479
"Akron, OH",2020-04-27,3,2.2857142857142856,3,3,72,72,72,72,703479
"Akron, OH",2020-04-28,6,4.285714285714286,6,6,78,78,78,78,703479
"Akron, OH",2020-04-29,10,4.285714285714286,10,10,88,88,88,88,703479
"Akron, OH",2020-04-30,1,4.428571428571429,1,1,89,89,89,89,703479
"Akron, OH",2020-05-01,1,4.285714285714286,1,1,90,90,90,90,703479
"Akron, OH",2020-05-02,8,4.428571428571428,8,8,98,98,98,98,703479
"Akron, OH",2020-05-03,1,2.4285714285714284,1,1,99,99,99,99,703479
"Akron, OH",2020-05-04,1,2.2857142857142856,1,1,100,100,100,100,703479
"Akron, OH",2020-05-05,9,4.428571428571429,9,9,109,109,109,109,703479
"Akron, OH",2020-05-06,7,4.285714285714286,7,7,116,116,116,116,703479
"Akron, OH",2020-05-07,3,4.428571428571428,3,3,119,119,119,119,703479
"Akron, OH",2020-05-08,1,4.285714285714286,1,1,120,120,120,120,703479
"Akron, OH",2020-05-09,4,4.285714285714286,4,4,124,124,124,124,703479
"Akron, OH",2020-05-10,0,2.142857142857143,0,0,124,124,124,124,703479
"Akron, OH",2020-05-11,0,2.142857142857143,0,0,124,124,124,124,703479
"Akron, OH",2020-05-12,10,4.285714285714286,10,10,134,134,134,134,703479
"Akron, OH",2020-05-13,4,4.142857142857142,4,4,138,138,138,138,703479
"Akron, OH",2020-05-14,14,4.142857142857143,14,14,152,152,152,152,703479
"Akron, OH",2020-05-15,3,4.142857142857143,3,3,155,155,155,155,703479
"Akron, OH",2020-05-16,6,4.142857142857143,6,6,161,161,161,161,703479
"Akron, OH",2020-05-17,0,2.071428571428571,0,0,161,161,161,161,703479
"Akron, OH",2020-05-18,4,2,4,4,165,165,165,165,703479
"Akron, OH",2020-05-19,1,4,1,1,166,166,166,166,703479
"Akron, OH",2020-05-20,20,4,20,20,186,186,186,186,703479
"Akron, OH",2020-05-21,8,3.857142857142857,8,8,194,194,194,194,703479
"Akron, OH",2020-05-22,9,3.857142857142857,9,9,203,203,203,203,703479
"Akron, OH",2020-05-23,14,3.7142857142857144,14,14,217,217,217,217,703479
"Akron, OH",2020-05-24,0,1.8571428571428572,0,0,217,217,217,217,703479
"Akron, OH",2020-05-25,0,1.7142857142857144,0,0,217,217,217,217,703479
"Akron, OH",2020-05-27,1,3.428571428571429,1,1,217,218,218,218,703479
"Akron, OH",2020-05-28,12,3.428571428571429,12,12,229,230,230,230,703479
"Akron, OH",2020-05-29,0,3.2857142857142856,0,0,229,230,230,230,703479
"Akron, OH",2020-05-30,0,3.2857142857142856,0,0,229,230,230,230,703479
"Akron, OH",2020-05-31,1,1.5714285714285714,1,1,230,231,231,231,703479
"Akron, OH",2020-06-01,3,1.5714285714285714,3,3,233,234,234,234,703479
"Akron, OH",2020-06-02,4,3.142857142857143,4,4,237,238,238,238,703479
"Akron, OH",2020-06-03,1,3,1,1,238,239,239,239,703479
"Akron, OH",2020-06-04,0,3,0,0,238,239,239,239,703479
"Akron, OH",2020-06-05,NA,2.6817244849226824,0,12.896813727996156,NA,241.68172448492265,239,251.89681372799612,703479
"Akron, OH",2020-06-05,NA,2.4285714285714284,0,10.428571428571429,NA,241.42857142857142,239,249.42857142857142,703479
"Akron, OH",2020-06-06,NA,2.6817244849226824,0,12.294658121842804,NA,245.12474233353737,240,258.49896933414954,703479
"Akron, OH",2020-06-07,NA,2.6817244849226824,0,12.69250251568945,NA,249.01077803076674,241.07956887876932,265.10112494030284,703479
"Akron, OH",2020-06-08,NA,2.6817244849226824,0,12.819234071196032,NA,252.45379587938146,243.12474233353737,271.86440752596405,703479
"Akron, OH",2020-06-09,NA,2.6817244849226824,0,12.53336475815079,NA,255.89681372799615,244.80646681846008,278.0235452835027,703479
"Akron, OH",2020-06-10,NA,2.6817244849226824,0,13.817244849226826,NA,259.4194004553802,246.93120915199742,285.1462983950709,703479
"Akron, OH",2020-06-11,NA,2.6817244849226824,0,13.329053545844085,NA,263.30543615260956,248.6109444149509,292.47763857833274,703479
"Akron, OH",2020-06-12,NA,2.761293363692012,0,12.886035697229389,NA,266.82802287999357,250.6561178697189,298.10112494030284,703479
"Akron, OH",2020-06-13,NA,2.8408622424613412,0,14.376216222581336,NA,270.3506096073776,252.77177397901016,304.62599830510464,703479
"Akron, OH",2020-06-14,NA,2.761293363692012,0,14.249484667074753,NA,273.952765213531,254.3054361526096,312.78314684067414,703479
"Akron, OH",2020-06-15,NA,2.8408622424613412,0,14.204311212306706,NA,277.63448969845365,255.90759175876292,319.421687092798,703479
"Akron, OH",2020-06-16,NA,2.8408622424613412,0,13.954826545231953,NA,281.355998622761,257.87319633476164,327.3074974843106,703479
"Akron, OH",2020-06-17,NA,2.8408622424613412,0,14.840862242461341,NA,285.3613876381444,259.9183697895297,335.06908826345114,703479
"Akron, OH",2020-06-18,NA,2.9204311212306706,0,14.808753455877856,NA,288.8216031987597,261.96354324429774,343.53771272726954,703479
"Akron, OH",2020-06-19,NA,2.8408622424613412,0,15.795688787693296,NA,292.1226810018364,263.48612997168175,351.53121055588974,703479
"Akron, OH",2020-06-20,NA,2.8408622424613412,0,15.432239817847929,NA,295.520525395683,264.92914782029646,361.2428292997099,703479
"Akron, OH",2020-06-21,NA,2.9204311212306706,0,15.682021900371275,NA,299.7248366079898,266.9723320530953,370.44063834063684,703479
"Akron, OH",2020-06-22,NA,2.9204311212306706,0,16.30749748431055,NA,303.32699221414316,268.33777024490985,378.47679768089057,703479
"Akron, OH",2020-06-23,NA,2.397844393846647,0,16.18474437274238,NA,306.48612997168175,270.2238059421393,387.7735171344343,703479
"Akron, OH",2020-06-24,NA,2.8408622424613412,0,16.34189290831183,NA,310.00871669906576,271.87113500306066,396.78635649690204,703479
"Akron, OH",2020-06-25,NA,2.761293363692012,0,16.398141809295236,NA,313.16785445660446,273.0754462153674,408.1174713744472,703479
"Akron, OH",2020-06-26,NA,2.6817244849226824,0,17.662157645358356,NA,316.6108723052191,274.4388951852127,420.9674919508864,703479
"Albany-Schenectady-Troy, NY",2020-03-25,1,0.5714285714285714,1,1,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-26,0,0.7142857142857143,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-27,0,0.7142857142857143,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-28,0,0.7142857142857143,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-29,1,0.7142857142857143,1,1,2,2,2,2,880381
"Albany-Schenectady-Troy, NY",2020-03-30,1,0.7142857142857143,1,1,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-03-31,0,0.8571428571428571,0,0,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-04-01,0,1,0,0,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-04-02,1,1.1428571428571428,1,1,4,4,4,4,880381
"Albany-Schenectady-Troy, NY",2020-04-03,4,1.2857142857142856,4,4,8,8,8,8,880381
"Albany-Schenectady-Troy, NY",2020-04-04,4,1.4285714285714286,4,4,12,12,12,12,880381
"Albany-Schenectady-Troy, NY",2020-04-05,5,1,5,5,17,17,17,17,880381
"Albany-Schenectady-Troy, NY",2020-04-06,4,1.1428571428571428,4,4,21,21,21,21,880381
"Albany-Schenectady-Troy, NY",2020-04-07,1,1.7142857142857144,1,1,22,22,22,22,880381
"Albany-Schenectady-Troy, NY",2020-04-08,1,1.8571428571428572,1,1,23,23,23,23,880381
"Albany-Schenectady-Troy, NY",2020-04-09,4,2,4,4,27,27,27,27,880381
"Albany-Schenectady-Troy, NY",2020-04-10,0,2.142857142857143,0,0,27,27,27,27,880381
"Albany-Schenectady-Troy, NY",2020-04-11,1,2.142857142857143,1,1,28,28,28,28,880381
"Albany-Schenectady-Troy, NY",2020-04-12,0,1.4285714285714286,0,0,28,28,28,28,880381
"Albany-Schenectady-Troy, NY",2020-04-13,4,1.5714285714285714,4,4,32,32,32,32,880381
"Albany-Schenectady-Troy, NY",2020-04-14,2,2.4285714285714284,2,2,34,34,34,34,880381
"Albany-Schenectady-Troy, NY",2020-04-15,4,2.4285714285714284,4,4,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-16,0,2.571428571428571,0,0,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-17,0,2.7142857142857144,0,0,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-18,9,2.7142857142857144,9,9,47,47,47,47,880381
"Albany-Schenectady-Troy, NY",2020-04-19,0,1.5714285714285714,0,0,47,47,47,47,880381
"Albany-Schenectady-Troy, NY",2020-04-20,2,1.7142857142857144,2,2,49,49,49,49,880381
"Albany-Schenectady-Troy, NY",2020-04-21,1,2.857142857142857,1,1,50,50,50,50,880381
"Albany-Schenectady-Troy, NY",2020-04-22,3,2.857142857142857,3,3,53,53,53,53,880381
"Albany-Schenectady-Troy, NY",2020-04-23,9,3,9,9,62,62,62,62,880381
"Albany-Schenectady-Troy, NY",2020-04-24,6,3,6,6,68,68,68,68,880381
"Albany-Schenectady-Troy, NY",2020-04-25,0,3.142857142857143,0,0,68,68,68,68,880381
"Albany-Schenectady-Troy, NY",2020-04-26,1,1.7142857142857144,1,1,69,69,69,69,880381
"Albany-Schenectady-Troy, NY",2020-04-27,11,1.7142857142857144,11,11,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-28,0,3.142857142857143,0,0,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-29,0,3.142857142857143,0,0,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-30,5,3.142857142857143,5,5,85,85,85,85,880381
"Albany-Schenectady-Troy, NY",2020-05-01,8,3.2857142857142856,8,8,93,93,93,93,880381
"Albany-Schenectady-Troy, NY",2020-05-02,0,3.2857142857142856,0,0,93,93,93,93,880381
"Albany-Schenectady-Troy, NY",2020-05-03,5,1.7142857142857142,5,5,98,98,98,98,880381
"Albany-Schenectady-Troy, NY",2020-05-04,13,1.7142857142857144,13,13,111,111,111,111,880381
"Albany-Schenectady-Troy, NY",2020-05-05,0,3.2857142857142856,0,0,111,111,111,111,880381
"Albany-Schenectady-Troy, NY",2020-05-06,4,3.2857142857142856,4,4,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-07,0,3.142857142857143,0,0,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-08,0,3.2857142857142856,0,0,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-09,6,3.2857142857142856,6,6,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-10,0,1.5714285714285714,0,0,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-11,0,1.7142857142857142,0,0,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-12,2,3.142857142857143,2,2,123,123,123,123,880381
"Albany-Schenectady-Troy, NY",2020-05-13,1,3.142857142857143,1,1,124,124,124,124,880381
"Albany-Schenectady-Troy, NY",2020-05-14,4,3.142857142857143,4,4,128,128,128,128,880381
"Albany-Schenectady-Troy, NY",2020-05-15,1,3.142857142857143,1,1,129,129,129,129,880381
"Albany-Schenectady-Troy, NY",2020-05-16,1,3.142857142857143,1,1,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-17,0,1.5714285714285714,0,0,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-18,0,1.5714285714285714,0,0,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-19,3,3.2857142857142856,3,3,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-20,0,3.142857142857143,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-21,0,3.142857142857143,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-22,0,3.2857142857142856,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-23,11,3.142857142857143,11,11,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-24,0,1.5714285714285714,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-25,0,1.5714285714285714,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-26,0,3.2857142857142856,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-27,0,3.2857142857142856,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-28,0,3.2857142857142856,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-29,0,3.142857142857143,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-30,3,3.2857142857142856,3,3,147,147,147,147,880381
"Albany-Schenectady-Troy, NY",2020-05-31,0,1.7142857142857144,0,0,147,147,147,147,880381
"Albany-Schenectady-Troy, NY",2020-06-01,36,1.7142857142857144,36,36,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-02,0,3.142857142857143,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-03,0,3.2857142857142856,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-04,0,3.142857142857143,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-05,NA,1.4431349336612365,0,8.50649751635899,NA,184.4431349336612,183,191.506497516359,880381
"Albany-Schenectady-Troy, NY",2020-06-05,NA,2.7142857142857144,0,10.714285714285715,NA,185.71428571428572,183,193.71428571428572,880381
"Albany-Schenectady-Troy, NY",2020-06-06,NA,1.4431349336612365,0,9.354588575973596,NA,186.6584064567444,183.53168129134886,197.7977235096348,880381
"Albany-Schenectady-Troy, NY",2020-06-07,NA,1.4431349336612365,0,8.734360926937079,NA,188.8736779798275,184.29122599327582,202.0023020069778,880381
"Albany-Schenectady-Troy, NY",2020-06-08,NA,1.4431349336612365,0,8.733477007158402,NA,190.77253973464494,185.1267251653955,206.03858195293088,880381
"Albany-Schenectady-Troy, NY",2020-06-09,NA,1.4431349336612365,0,9.038178807707865,NA,192.91185678753538,185.96222433751518,211.01529703969578,880381
"Albany-Schenectady-Troy, NY",2020-06-10,NA,1.5190894038539329,0,8.96412319926996,NA,195.2030827808112,186.8736779798275,215.20348592603426,880381
"Albany-Schenectady-Troy, NY",2020-06-11,NA,1.5190894038539329,0,8.949632450020225,NA,197.41835430389438,187.7851316221399,219.4695281443202,880381
"Albany-Schenectady-Troy, NY",2020-06-12,NA,1.4431349336612365,0,9.493905628864045,NA,199.16530711832638,188.62063079425957,224.4317524818354,880381
"Albany-Schenectady-Troy, NY",2020-06-13,NA,1.4431349336612365,0,9.493905628864045,NA,201.38057864140956,189.4561299663792,228.68710167438118,880381
"Albany-Schenectady-Troy, NY",2020-06-14,NA,1.4431349336612365,0,9.26515829850728,NA,203.5958501644927,190.21567466830618,233.10315397129773,880381
"Albany-Schenectady-Troy, NY",2020-06-15,NA,1.4431349336612365,0,9.253450330791011,NA,205.4187574491174,191.05117384042583,238.05658414482755,880381
"Albany-Schenectady-Troy, NY",2020-06-16,NA,1.4431349336612365,0,9.025586920212922,NA,207.63402897220055,192.27713838924913,242.6245453821295,880381
"Albany-Schenectady-Troy, NY",2020-06-17,NA,1.3671804634685396,0,9.417067238892672,NA,209.6973915548983,192.81071854235282,248.02800579155112,880381
"Albany-Schenectady-Troy, NY",2020-06-18,NA,1.291225993275843,0,9.177495860598317,NA,211.36838989913764,193.49430877408707,252.37190134178454,880381
"Albany-Schenectady-Troy, NY",2020-06-19,NA,1.291225993275843,0,9.177495860598317,NA,213.3557980116427,194.17789900582136,257.3955894002427,880381
"Albany-Schenectady-Troy, NY",2020-06-20,NA,1.291225993275843,0,9.32940480098371,NA,214.91286465059298,194.8614892375556,263.74138381223094,880381
"Albany-Schenectady-Troy, NY",2020-06-21,NA,1.2152715230831463,0,9.709177151947191,NA,216.93824999819435,196.013398177941,269.3708087704759,880381
"Albany-Schenectady-Troy, NY",2020-06-22,NA,1.1393170528904497,0,9.481313741369103,NA,218.30543046166292,196.46912499909718,273.70021357145953,880381
"Albany-Schenectady-Troy, NY",2020-06-23,NA,1.1393170528904497,0,9.01299503271798,NA,220.29283857416797,197.00080629044606,279.2467887572812,880381
"Albany-Schenectady-Troy, NY",2020-06-24,NA,1.1393170528904497,0,8.949632450020225,NA,222.20429221648033,197.38057864140956,284.57429469651015,880381
"Albany-Schenectady-Troy, NY",2020-06-25,NA,1.1393170528904497,0,8.937040562525281,NA,223.64742715014154,197.8344066008109,290.2075173782646,880381
"Albany-Schenectady-Troy, NY",2020-06-26,NA,1.063362582697753,0,9.404475351397728,NA,224.9386531434174,198.2920322837219,295.99454786215927,880381
"Albuquerque, NM",2020-03-29,1,0.5714285714285714,1,1,1,1,1,1,918018
"Albuquerque, NM",2020-03-30,0,0.5714285714285714,0,0,1,1,1,1,918018
"Albuquerque, NM",2020-03-31,2,0.7142857142857143,2,2,3,3,3,3,918018
"Albuquerque, NM",2020-04-01,1,0.7142857142857143,1,1,4,4,4,4,918018
"Albuquerque, NM",2020-04-02,1,0.7142857142857143,1,1,5,5,5,5,918018
"Albuquerque, NM",2020-04-03,4,0.7142857142857143,4,4,9,9,9,9,918018
"Albuquerque, NM",2020-04-04,0,0.8571428571428571,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-05,0,0.7142857142857143,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-06,0,0.7142857142857143,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-07,1,1,1,1,10,10,10,10,918018
"Albuquerque, NM",2020-04-08,0,1.1428571428571428,0,0,10,10,10,10,918018
"Albuquerque, NM",2020-04-09,3,1.2857142857142856,3,3,13,13,13,13,918018
"Albuquerque, NM",2020-04-10,1,1.4285714285714286,1,1,14,14,14,14,918018
"Albuquerque, NM",2020-04-11,2,1.4285714285714286,2,2,16,16,16,16,918018
"Albuquerque, NM",2020-04-12,3,1,3,3,19,19,19,19,918018
"Albuquerque, NM",2020-04-13,0,1,0,0,19,19,19,19,918018
"Albuquerque, NM",2020-04-14,0,1.5714285714285714,0,0,19,19,19,19,918018
"Albuquerque, NM",2020-04-15,2,1.7142857142857144,2,2,21,21,21,21,918018
"Albuquerque, NM",2020-04-16,0,1.7142857142857142,0,0,21,21,21,21,918018
"Albuquerque, NM",2020-04-17,2,1.7142857142857144,2,2,23,23,23,23,918018
"Albuquerque, NM",2020-04-18,6,1.7142857142857144,6,6,29,29,29,29,918018
"Albuquerque, NM",2020-04-19,1,1,1,1,30,30,30,30,918018
"Albuquerque, NM",2020-04-20,0,1,0,0,30,30,30,30,918018
"Albuquerque, NM",2020-04-21,0,1.7142857142857144,0,0,30,30,30,30,918018
"Albuquerque, NM",2020-04-22,5,1.7142857142857144,5,5,35,35,35,35,918018
"Albuquerque, NM",2020-04-23,4,1.7142857142857144,4,4,39,39,39,39,918018
"Albuquerque, NM",2020-04-24,2,1.8571428571428572,2,2,41,41,41,41,918018
"Albuquerque, NM",2020-04-25,2,1.7142857142857144,2,2,43,43,43,43,918018
"Albuquerque, NM",2020-04-26,1,1,1,1,44,44,44,44,918018
"Albuquerque, NM",2020-04-27,0,1,0,0,44,44,44,44,918018
"Albuquerque, NM",2020-04-28,2,1.8571428571428572,2,2,46,46,46,46,918018
"Albuquerque, NM",2020-04-29,2,1.8571428571428572,2,2,48,48,48,48,918018
"Albuquerque, NM",2020-04-30,0,1.7142857142857144,0,0,48,48,48,48,918018
"Albuquerque, NM",2020-05-01,3,1.7142857142857144,3,3,51,51,51,51,918018
"Albuquerque, NM",2020-05-02,4,1.7142857142857144,4,4,55,55,55,55,918018
"Albuquerque, NM",2020-05-03,5,1,5,5,60,60,60,60,918018
"Albuquerque, NM",2020-05-04,0,0.8571428571428571,0,0,60,60,60,60,918018
"Albuquerque, NM",2020-05-05,3,1.7142857142857144,3,3,63,63,63,63,918018
"Albuquerque, NM",2020-05-06,2,1.7142857142857144,2,2,65,65,65,65,918018
"Albuquerque, NM",2020-05-07,1,1.7142857142857142,1,1,66,66,66,66,918018
"Albuquerque, NM",2020-05-08,1,1.7142857142857142,1,1,67,67,67,67,918018
"Albuquerque, NM",2020-05-09,1,1.5714285714285714,1,1,68,68,68,68,918018
"Albuquerque, NM",2020-05-10,1,0.7142857142857143,1,1,69,69,69,69,918018
"Albuquerque, NM",2020-05-11,2,0.7142857142857143,2,2,71,71,71,71,918018
"Albuquerque, NM",2020-05-12,2,1.5714285714285714,2,2,73,73,73,73,918018
"Albuquerque, NM",2020-05-13,4,1.5714285714285714,4,4,77,77,77,77,918018
"Albuquerque, NM",2020-05-14,1,1.4285714285714286,1,1,78,78,78,78,918018
"Albuquerque, NM",2020-05-15,2,1.4285714285714286,2,2,80,80,80,80,918018
"Albuquerque, NM",2020-05-16,1,1.4285714285714286,1,1,81,81,81,81,918018
"Albuquerque, NM",2020-05-17,2,0.7142857142857143,2,2,83,83,83,83,918018
"Albuquerque, NM",2020-05-18,2,0.7142857142857143,2,2,85,85,85,85,918018
"Albuquerque, NM",2020-05-19,0,1.4285714285714286,0,0,85,85,85,85,918018
"Albuquerque, NM",2020-05-20,0,1.4285714285714286,0,0,85,85,85,85,918018
"Albuquerque, NM",2020-05-21,4,1.4285714285714286,4,4,89,89,89,89,918018
"Albuquerque, NM",2020-05-22,3,1.4285714285714284,3,3,92,92,92,92,918018
"Albuquerque, NM",2020-05-23,0,1.2857142857142856,0,0,92,92,92,92,918018
"Albuquerque, NM",2020-05-24,4,0.7142857142857143,4,4,96,96,96,96,918018
"Albuquerque, NM",2020-05-25,0,0.7142857142857143,0,0,96,96,96,96,918018
"Albuquerque, NM",2020-05-26,0,1.2857142857142856,0,0,96,96,96,96,918018
"Albuquerque, NM",2020-05-27,1,1.2857142857142856,1,1,97,97,97,97,918018
"Albuquerque, NM",2020-05-28,1,1.1428571428571428,1,1,98,98,98,98,918018
"Albuquerque, NM",2020-05-29,3,1.1428571428571428,3,3,101,101,101,101,918018
"Albuquerque, NM",2020-05-30,0,1,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-05-31,0,0.5714285714285714,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-06-01,0,0.5714285714285714,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-06-02,1,1,1,1,102,102,102,102,918018
"Albuquerque, NM",2020-06-03,0,1,0,0,102,102,102,102,918018
"Albuquerque, NM",2020-06-04,1,1,1,1,103,103,103,103,918018
"Albuquerque, NM",2020-06-05,NA,0.8571428571428572,0,5.642857142857142,NA,103.85714285714286,103,108.64285714285714,918018
"Albuquerque, NM",2020-06-05,NA,0.7142857142857143,0,4.285714285714286,NA,103.71428571428571,103,107.28571428571429,918018
"Albuquerque, NM",2020-06-06,NA,0.8571428571428572,0,5.142857142857142,NA,104.85714285714286,103,111.28571428571428,918018
"Albuquerque, NM",2020-06-07,NA,0.8571428571428572,0,5.142857142857142,NA,105.92857142857143,103.14285714285714,113.5,918018
"Albuquerque, NM",2020-06-08,NA,0.8571428571428572,0,5.071428571428571,NA,107.35714285714286,103.28571428571428,115.43035714285712,918018
"Albuquerque, NM",2020-06-09,NA,0.8571428571428572,0,5.142857142857142,NA,108.35714285714286,104,118,918018
"Albuquerque, NM",2020-06-10,NA,0.8571428571428572,0,4.928571428571429,NA,109.78571428571428,104.14285714285714,120.07142857142857,918018
"Albuquerque, NM",2020-06-11,NA,0.8571428571428572,0,4.928571428571429,NA,110.78571428571428,104.85714285714286,122,918018
"Albuquerque, NM",2020-06-12,NA,0.8571428571428572,0,4.928571428571429,NA,111.64285714285714,105,123.85714285714286,918018
"Albuquerque, NM",2020-06-13,NA,0.8571428571428572,0,4.785714285714286,NA,113.07142857142857,105.71428571428572,125.71428571428572,918018
"Albuquerque, NM",2020-06-14,NA,0.8571428571428572,0,4.785714285714286,NA,114,106.27321428571429,127.64285714285714,918018
"Albuquerque, NM",2020-06-15,NA,0.7857142857142857,0,4.785714285714286,NA,114.85714285714286,106.91607142857143,129.64285714285714,918018
"Albuquerque, NM",2020-06-16,NA,0.7857142857142857,0,4.785714285714286,NA,116.21428571428572,107.06964285714285,131.64285714285714,918018
"Albuquerque, NM",2020-06-17,NA,0.7857142857142857,0,4.714285714285714,NA,117,107.64285714285714,133.5,918018
"Albuquerque, NM",2020-06-18,NA,0.14285714285714285,0,4.571428571428571,NA,117.78571428571428,108.2017857142857,134.21428571428572,918018
"Albuquerque, NM",2020-06-19,NA,0.14285714285714285,0,3.928571428571429,NA,118.57142857142857,108.35714285714286,136.57142857142856,918018
"Albuquerque, NM",2020-06-20,NA,0.14285714285714285,0,4.428571428571429,NA,119.35714285714286,108.91607142857143,138.35892857142855,918018
"Albuquerque, NM",2020-06-21,NA,0.14285714285714285,0,4.428571428571429,NA,120.07142857142857,109,139.65535714285713,918018
"Albuquerque, NM",2020-06-22,NA,0.14285714285714285,0,4.428571428571429,NA,121.35714285714286,109.57142857142857,141.36964285714285,918018
